Hold .,Hold t,Hold i,Hold e,Hold Shift,Hold 5,Hold Shift,Hold Caps,Hold r,Hold o,Hold a,Hold n,Hold l,Hold Enter,DD ..t,DD t.i,DD i.e,DD e.Shift,DD Shift.5,DD 5.Shift,DD Shift.Caps,DD Caps.r,DD r.o,DD o.a,DD a.n,DD n.l,DD l.Enter,UD ..t,UD t.i,UD i.e,UD e.Shift,UD Shift.5,UD 5.Shift,UD Shift.Caps,UD Caps.r,UD r.o,UD o.a,UD a.n,UD n.l,UD l.Enter,Pressure .,Pressure t,Pressure i,Pressure e,Pressure Shift,Pressure 5,Pressure Shift,Pressure Caps,Pressure r,Pressure o,Pressure a,Pressure n,Pressure l,Pressure Enter,Size .,Size t,Size i,Size e,Size Shift,Size 5,Size Shift,Size Caps,Size r,Size o,Size a,Size n,Size l,Size Enter,AvH,AvP,AvA,Subject
89,64,82,85,69,69,61,53,89,110,78,64,50,71,426,272,438,422,635,395,426,689,2706,571,485,273,528,337,208,356,337,566,326,365,636,2617,461,407,209,478,0.120000005,0.139200002,0.13440001,0.124800004,0.139200002,0.120000005,0.211200014,0.110400006,0.120000005,0.163200006,0.139200002,0.13440001,0.120000005,0.153600007,0.225806445,0.290322572,0.290322572,0.225806445,0.258064508,0.193548381,0.387096763,0.225806445,0.258064508,0.322580636,0.322580636,0.290322572,0.258064508,0.290322572,73.85714286,0.137828577,0.27419354,9
71,73,90,46,86,67,87,68,65,75,71,65,72,52,390,297,762,1243,621,411,425,648,984,497,466,249,430,319,224,672,1197,535,344,338,580,919,422,395,184,358,0.172800004,0.13440001,0.24000001,0.148800001,0.148800001,0.13440001,0.139200002,0.129600003,0.124800004,0.206400007,0.148800001,0.120000005,0.124800004,0.13440001,0.387096763,0.258064508,0.258064508,0.290322572,0.290322572,0.258064508,0.290322572,0.225806445,0.225806445,0.225806445,0.290322572,0.225806445,0.193548381,0.258064508,70.57142857,0.150514291,0.262672803,9
65,74,60,67,60,64,52,78,55,58,82,61,66,69,378,299,535,544,769,443,405,492,629,440,562,233,422,313,225,475,477,709,379,353,414,574,382,480,172,356,0.139200002,0.124800004,0.139200002,0.139200002,0.326400012,0.124800004,0.120000005,0.13440001,0.124800004,0.144000009,0.139200002,0.139200002,0.115200005,0.124800004,0.290322572,0.225806445,0.290322572,0.322580636,0.290322572,0.193548381,0.193548381,0.290322572,0.225806445,0.258064508,0.290322572,0.258064508,0.225806445,0.225806445,65.07142857,0.145371433,0.255760361,9
123,108,111,117,119,72,118,88,73,54,90,72,63,63,1020,300,2125,490,597,415,546,1304,1354,453,491,242,487,897,192,2014,373,478,343,428,1216,1281,399,401,170,424,0.024,0.110400006,0.263999999,0.984000027,0.13440001,0.115200005,0.124800004,0.115200005,0.115200005,0.148800001,0.129600003,0.086400002,0.081600003,0.153600007,0.193548381,0.258064508,0.387096763,0.45161289,0.290322572,0.193548381,0.258064508,0.193548381,0.225806445,0.290322572,0.290322572,0.225806445,0.193548381,0.290322572,90.78571429,0.184800006,0.267281098,9
107,75,81,54,70,68,97,78,114,74,67,81,76,60,409,320,640,1795,567,451,491,753,628,529,440,251,509,302,245,559,1741,497,383,394,675,514,455,373,170,433,0.120000005,0.100800008,0.148800001,0.110400006,0.124800004,0.115200005,0.110400006,0.110400006,0.259200007,0.115200005,0.139200002,0.120000005,0.115200005,0.120000005,0.258064508,0.225806445,0.290322572,0.225806445,0.225806445,0.225806445,0.225806445,0.193548381,0.258064508,0.258064508,0.290322572,0.258064508,0.258064508,0.225806445,78.71428571,0.129257148,0.244239624,9
101,72,79,74,80,65,88,98,77,75,87,99,84,78,511,438,478,413,557,441,391,604,1120,509,495,248,428,410,366,399,339,477,376,303,506,1043,434,408,149,344,0.172800004,0.124800004,0.105600007,0.110400006,0.120000005,0.115200005,0.235200018,0.124800004,0.105600007,0.129600003,0.163200006,0.120000005,0.168000013,0.307200015,0.258064508,0.258064508,0.225806445,0.258064508,0.225806445,0.193548381,0.193548381,0.290322572,0.193548381,0.290322572,0.258064508,0.258064508,0.354838699,0.290322572,82.64285714,0.150171436,0.253456214,9
89,67,92,78,70,83,121,83,64,98,99,118,86,81,363,300,683,1849,619,441,464,712,895,476,454,298,443,274,233,591,1771,549,358,343,629,831,378,355,180,357,0.115200005,0.172800004,0.369600028,0.192000002,0.13440001,0.120000005,0.225600004,0.124800004,0.129600003,0.120000005,0.177600011,0.120000005,0.172800004,0.480000019,0.258064508,0.290322572,0.258064508,0.322580636,0.322580636,0.193548381,0.387096763,0.193548381,0.258064508,0.258064508,0.354838699,0.193548381,0.387096763,0.322580636,87.78571429,0.189600008,0.285714277,9
91,66,77,92,95,98,96,70,78,72,85,78,77,96,580,371,402,522,879,495,507,512,978,480,505,286,399,489,305,325,430,784,397,411,442,900,408,420,208,322,0.120000005,0.115200005,0.153600007,0.273600012,0.153600007,0.124800004,0.336000025,0.307200015,0.124800004,0.153600007,0.302400023,0.115200005,0.158400014,0.096000001,0.193548381,0.129032254,0.290322572,0.258064508,0.322580636,0.225806445,0.387096763,0.193548381,0.290322572,0.290322572,0.322580636,0.225806445,0.322580636,0.193548381,83.64285714,0.181028581,0.260368656,9
109,63,65,83,95,77,108,86,95,83,92,82,72,60,527,400,468,924,510,429,416,518,1116,521,467,268,445,418,337,403,841,415,352,308,432,1021,438,375,186,373,0.216000006,0.105600007,0.120000005,0.120000005,0.120000005,0.120000005,0.139200002,0.115200005,0.115200005,0.307200015,0.432000011,0.129600003,0.124800004,0.13440001,0.322580636,0.225806445,0.193548381,0.225806445,0.225806445,0.225806445,0.290322572,0.225806445,0.225806445,0.225806445,0.322580636,0.258064508,0.258064508,0.258064508,83.57142857,0.164228578,0.248847919,9
101,67,92,82,131,73,79,60,68,65,90,72,72,69,598,358,463,854,790,570,2045,786,605,463,483,283,563,497,291,371,772,659,497,1966,726,537,398,393,211,491,0.139200002,0.422400028,0.110400006,0.129600003,0.129600003,0.076800004,0.148800001,0.124800004,0.124800004,0.129600003,0.144000009,0.292800009,0.13440001,0.297600001,0.225806445,0.354838699,0.225806445,0.322580636,0.258064508,0.161290318,0.225806445,0.258064508,0.258064508,0.290322572,0.258064508,0.225806445,0.322580636,0.258064508,80.07142857,0.171771435,0.260368656,9
64,61,77,65,88,70,96,69,65,75,81,66,74,58,659,344,502,1259,591,473,576,646,525,503,520,295,517,595,283,425,1194,503,403,480,577,460,428,439,229,443,0.120000005,0.124800004,0.129600003,0.235200018,0.124800004,0.115200005,0.13440001,0.345600009,0.124800004,0.115200005,0.13440001,0.124800004,0.110400006,0.124800004,0.290322572,0.225806445,0.290322572,0.387096763,0.225806445,0.129032254,0.290322572,0.290322572,0.225806445,0.225806445,0.322580636,0.193548381,0.225806445,0.290322572,72.07142857,0.147428578,0.258064508,9
80,71,72,75,97,79,79,80,71,74,72,99,83,53,626,398,425,830,702,542,405,630,1127,642,430,303,447,546,327,353,755,605,463,326,550,1056,568,358,204,364,0.120000005,0.13440001,0.120000005,0.110400006,0.124800004,0.129600003,0.129600003,0.115200005,0.129600003,0.129600003,0.129600003,0.153600007,0.451200008,0.144000009,0.258064508,0.290322572,0.193548381,0.225806445,0.225806445,0.225806445,0.290322572,0.161290318,0.258064508,0.225806445,0.258064508,0.290322572,0.387096763,0.290322572,77.5,0.151542863,0.255760361,9
145,72,75,74,60,73,85,88,55,81,90,73,64,47,412,291,445,428,535,390,321,607,560,471,435,319,438,267,219,370,354,475,317,236,519,505,390,345,246,374,0.158400014,0.432000011,0.120000005,0.124800004,0.158400014,0.096000001,0.13440001,0.105600007,0.120000005,0.158400014,0.115200005,0.110400006,0.139200002,0.211200014,0.354838699,0.290322572,0.193548381,0.258064508,0.258064508,0.193548381,0.290322572,0.193548381,0.225806445,0.483870953,0.258064508,0.225806445,0.322580636,0.290322572,77.28571429,0.156000008,0.27419354,9
102,74,79,53,79,75,105,89,73,61,78,54,89,80,452,376,763,552,654,563,873,537,547,670,510,297,543,350,302,684,499,575,488,768,448,474,609,432,243,454,0.172800004,0.110400006,0.129600003,0.100800008,0.124800004,0.110400006,0.158400014,0.115200005,0.110400006,0.115200005,0.110400006,0.115200005,0.120000005,0.316800028,0.387096763,0.225806445,0.258064508,0.225806445,0.290322572,0.225806445,0.290322572,0.193548381,0.193548381,0.258064508,0.225806445,0.193548381,0.225806445,0.225806445,77.92857143,0.136457151,0.244239624,9
84,55,63,66,87,73,103,87,83,76,76,89,84,78,415,321,480,787,546,448,408,582,852,527,498,317,507,331,266,417,721,459,375,305,495,769,451,422,228,423,0.110400006,0.115200005,0.13440001,0.263999999,0.129600003,0.115200005,0.124800004,0.110400006,0.124800004,0.115200005,0.26880002,0.105600007,0.172800004,0.148800001,0.225806445,0.193548381,0.290322572,0.419354826,0.225806445,0.161290318,0.225806445,0.193548381,0.193548381,0.225806445,0.225806445,0.193548381,0.322580636,0.322580636,78.85714286,0.145714292,0.244239624,9
63,56,57,71,84,55,52,87,56,82,87,105,64,61,563,421,507,628,594,496,321,425,564,503,475,297,414,500,365,450,557,510,441,269,338,508,421,388,192,350,0.124800004,0.115200005,0.105600007,0.115200005,0.144000009,0.124800004,0.158400014,0.120000005,0.115200005,0.139200002,0.129600003,0.091200002,0.144000009,0.139200002,0.258064508,0.225806445,0.161290318,0.258064508,0.258064508,0.258064508,0.290322572,0.258064508,0.161290318,0.225806445,0.290322572,0.225806445,0.322580636,0.290322572,70,0.126171434,0.248847919,9
66,58,63,75,78,63,97,76,49,79,115,54,54,73,453,344,405,429,501,433,491,522,458,541,480,271,501,387,286,342,354,423,370,394,446,409,462,365,217,447,0.158400014,0.129600003,0.124800004,0.13440001,0.115200005,0.120000005,0.115200005,0.124800004,0.115200005,0.115200005,0.124800004,0.105600007,0.110400006,0.172800004,0.290322572,0.258064508,0.225806445,0.290322572,0.258064508,0.161290318,0.225806445,0.290322572,0.225806445,0.225806445,0.258064508,0.290322572,0.225806445,0.322580636,71.42857143,0.126171435,0.253456214,9
98,66,82,82,119,82,106,87,71,82,94,48,22,89,807,354,419,448,598,445,396,661,451,547,497,269,435,709,288,337,366,479,363,290,574,380,465,403,221,413,0.105600007,0.110400006,0.18720001,0.120000005,0.254400015,0.115200005,0.201600015,0.120000005,0.096000001,0.124800004,0.13440001,0.115200005,0.120000005,0.417600006,0.193548381,0.258064508,0.258064508,0.258064508,0.258064508,0.258064508,0.387096763,0.225806445,0.161290318,0.290322572,0.290322572,0.258064508,0.290322572,0.387096763,80.57142857,0.158742864,0.269585245,9
108,109,85,95,120,118,144,118,134,127,130,108,102,88,476,334,382,730,569,435,496,663,1007,640,566,408,777,368,225,297,635,449,317,352,545,873,513,436,300,675,0.100800008,0.700800061,0.196800008,0.124800004,0.091200002,0.144000009,0.648000002,0.120000005,0.13440001,0.144000009,0.115200005,0.105600007,0.24000001,0.249600008,0.193548381,0.483870953,0.387096763,0.258064508,0.225806445,0.258064508,0.322580636,0.225806445,0.258064508,0.322580636,0.258064508,0.225806445,0.483870953,0.387096763,113.2857143,0.222514296,0.306451604,9
89,90,82,81,80,64,111,94,74,64,106,91,66,69,399,310,405,521,478,378,467,623,424,436,433,247,423,310,220,323,440,398,314,356,529,350,372,327,156,357,0.441600025,0.100800008,0.110400006,0.139200002,0.124800004,0.115200005,0.13440001,0.115200005,0.120000005,0.120000005,0.177600011,0.129600003,0.129600003,0.110400006,0.387096763,0.193548381,0.225806445,0.290322572,0.193548381,0.225806445,0.258064508,0.225806445,0.258064508,0.225806445,0.322580636,0.290322572,0.290322572,0.193548381,82.92857143,0.147771436,0.255760361,9
82,73,91,89,96,99,86,96,66,84,77,89,81,71,468,269,376,449,987,552,434,591,966,491,415,249,440,386,196,285,360,891,453,348,495,900,407,338,160,359,0.115200005,0.110400006,0.13440001,0.105600007,0.120000005,0.115200005,0.13440001,0.105600007,0.110400006,0.124800004,0.115200005,0.105600007,0.115200005,0.158400014,0.258064508,0.258064508,0.225806445,0.161290318,0.225806445,0.193548381,0.290322572,0.225806445,0.225806445,0.258064508,0.258064508,0.225806445,0.258064508,0.354838699,84.28571429,0.119314293,0.244239624,9
81,90,84,55,60,46,87,68,73,74,92,93,70,81,420,350,417,756,757,379,691,529,815,721,467,273,415,339,260,333,701,697,333,604,461,742,647,375,180,345,0.115200005,0.158400014,0.100800008,0.32160002,0.139200002,0.110400006,0.124800004,0.120000005,0.105600007,0.105600007,0.201600015,0.124800004,0.129600003,0.571200013,0.290322572,0.322580636,0.258064508,0.290322572,0.290322572,0.161290318,0.258064508,0.258064508,0.193548381,0.225806445,0.354838699,0.322580636,0.258064508,0.483870953,75.28571429,0.173485722,0.28341013,9
90,82,72,85,61,69,69,80,59,91,84,74,98,80,421,337,418,514,566,481,414,595,977,476,458,233,443,331,255,346,429,505,412,345,515,918,385,374,159,345,0.124800004,0.144000009,0.100800008,0.110400006,0.100800008,0.076800004,0.129600003,0.110400006,0.110400006,0.124800004,0.096000001,0.110400006,0.158400014,0.216000006,0.258064508,0.290322572,0.225806445,0.225806445,0.290322572,0.161290318,0.225806445,0.193548381,0.225806445,0.225806445,0.290322572,0.258064508,0.354838699,0.387096763,78.14285714,0.122400006,0.258064508,9
72,93,111,73,94,75,113,70,90,89,65,72,72,62,699,314,470,1336,610,448,481,651,430,443,454,259,432,627,221,359,1263,516,373,368,581,340,354,389,187,360,0.225600004,0.105600007,0.100800008,0.105600007,0.120000005,0.105600007,0.120000005,0.105600007,0.120000005,0.096000001,0.37440002,0.124800004,0.096000001,0.148800001,0.387096763,0.193548381,0.225806445,0.225806445,0.225806445,0.193548381,0.193548381,0.225806445,0.258064508,0.225806445,0.258064508,0.290322572,0.193548381,0.322580636,82.21428571,0.139200006,0.244239624,9
56,72,78,78,62,65,70,86,64,75,71,85,70,70,812,312,537,489,633,488,761,542,475,467,505,251,532,756,240,459,411,571,423,691,456,411,392,434,166,462,0.105600007,0.115200005,0.129600003,0.115200005,0.124800004,0.120000005,0.100800008,0.120000005,0.100800008,0.110400006,0.13440001,0.105600007,0.120000005,0.124800004,0.225806445,0.258064508,0.290322572,0.225806445,0.290322572,0.193548381,0.225806445,0.225806445,0.225806445,0.258064508,0.290322572,0.193548381,0.225806445,0.225806445,71.57142857,0.116228577,0.239631329,9
87,85,99,64,87,54,88,71,98,77,83,94,73,68,443,297,399,344,1062,424,476,748,877,504,404,282,427,356,212,300,280,975,370,388,677,779,427,321,188,354,0.196800008,0.120000005,0.263999999,0.235200018,0.120000005,0.124800004,0.13440001,0.124800004,0.129600003,0.129600003,0.120000005,0.129600003,0.115200005,0.13440001,0.290322572,0.225806445,0.193548381,0.161290318,0.193548381,0.225806445,0.290322572,0.225806445,0.258064508,0.258064508,0.258064508,0.290322572,0.258064508,0.290322572,80.57142857,0.148457149,0.244239624,9
92,71,93,90,61,77,82,93,91,64,73,87,73,80,385,293,1137,760,499,538,353,537,1122,996,653,251,512,293,222,1044,670,438,461,271,444,1031,932,580,164,439,0.139200002,0.129600003,0.148800001,0.561600029,0.144000009,0.129600003,0.139200002,0.115200005,0.115200005,0.470400035,0.115200005,0.115200005,0.144000009,0.13440001,0.290322572,0.258064508,0.322580636,0.322580636,0.290322572,0.258064508,0.258064508,0.258064508,0.193548381,0.387096763,0.258064508,0.258064508,0.258064508,0.258064508,80.5,0.18582858,0.276497688,9
89,105,100,84,89,75,78,69,63,84,82,90,65,74,412,364,396,819,934,539,758,1324,716,436,439,285,783,323,259,296,735,845,464,680,1255,653,352,357,195,718,0.028800001,0.158400014,0.124800004,0.120000005,0.18720001,0.120000005,0.192000002,0.13440001,0.115200005,0.124800004,0.158400014,0.120000005,0.412800014,0.124800004,0.129032254,0.258064508,0.290322572,0.225806445,0.322580636,0.258064508,0.354838699,0.258064508,0.258064508,0.258064508,0.322580636,0.225806445,0.387096763,0.258064508,81.92857143,0.151542864,0.271889393,9
92,67,85,86,80,76,79,87,78,110,81,74,67,57,384,308,470,350,523,332,293,565,2369,630,464,283,591,292,241,385,264,443,256,214,478,2291,520,383,209,524,0.13440001,0.115200005,0.100800008,0.244800016,0.408000022,0.120000005,0.206400007,0.124800004,0.120000005,0.144000009,0.196800008,0.110400006,0.120000005,0.124800004,0.258064508,0.290322572,0.193548381,0.387096763,0.387096763,0.225806445,0.258064508,0.225806445,0.193548381,0.290322572,0.419354826,0.225806445,0.225806445,0.258064508,79.92857143,0.162171437,0.27419354,9
101,54,67,45,69,63,70,52,62,75,88,86,88,94,711,309,479,1012,1673,494,481,518,741,675,532,266,606,610,255,412,967,1604,431,411,466,679,600,444,180,518,0.110400006,0.436800033,0.144000009,0.244800016,0.129600003,0.124800004,0.168000013,0.115200005,0.120000005,0.115200005,0.50880003,0.110400006,0.110400006,0.139200002,0.225806445,0.322580636,0.322580636,0.419354826,0.290322572,0.225806445,0.322580636,0.225806445,0.225806445,0.225806445,0.354838699,0.193548381,0.225806445,0.258064508,72.42857143,0.184114296,0.27419354,9
80,96,84,71,71,64,77,70,48,81,91,85,65,59,883,395,764,1056,897,1141,494,683,672,484,514,276,694,803,299,680,985,826,1077,417,613,624,403,423,191,629,0.110400006,0.115200005,0.124800004,0.182400003,0.115200005,0.110400006,0.168000013,0.120000005,0.124800004,0.115200005,0.263999999,0.110400006,0.129600003,0.158400014,0.258064508,0.258064508,0.258064508,0.419354826,0.225806445,0.225806445,0.258064508,0.258064508,0.290322572,0.258064508,0.225806445,0.258064508,0.322580636,0.322580636,74.42857143,0.139200006,0.27419354,9
47,91,92,65,125,87,78,79,73,73,84,93,64,50,331,308,1125,514,640,487,1250,491,1993,526,469,306,530,284,217,1033,449,515,400,1172,412,1920,453,385,213,466,0.172800004,0.100800008,0.302400023,0.120000005,0.120000005,0.072000004,0.115200005,0.115200005,0.120000005,0.153600007,0.129600003,0.254400015,0.158400014,0.100800008,0.354838699,0.193548381,0.258064508,0.322580636,0.225806445,0.225806445,0.258064508,0.258064508,0.258064508,0.258064508,0.290322572,0.290322572,0.290322572,0.225806445,78.64285714,0.145371437,0.264976951,9
110,90,91,73,93,82,69,71,65,77,67,84,74,72,378,345,455,722,513,388,389,542,464,568,499,298,482,268,255,364,649,420,306,320,471,399,491,432,214,408,0.139200002,0.148800001,0.158400014,0.273600012,0.105600007,0.110400006,0.144000009,0.105600007,0.115200005,0.13440001,0.163200006,0.120000005,0.139200002,0.331200004,0.290322572,0.290322572,0.290322572,0.258064508,0.225806445,0.129032254,0.290322572,0.225806445,0.290322572,0.290322572,0.290322572,0.225806445,0.322580636,0.290322572,79.85714286,0.156342864,0.264976951,9
91,91,109,82,88,84,87,105,83,83,98,88,91,71,390,318,399,616,579,399,323,511,469,496,488,265,531,299,227,290,534,491,315,236,406,386,413,390,177,440,0.144000009,0.37440002,0.110400006,0.13440001,0.211200014,0.110400006,0.110400006,0.273600012,0.115200005,0.124800004,0.13440001,0.120000005,0.120000005,0.254400015,0.387096763,0.322580636,0.225806445,0.322580636,0.193548381,0.225806445,0.290322572,0.193548381,0.258064508,0.290322572,0.290322572,0.258064508,0.258064508,0.225806445,89.35714286,0.166971438,0.267281098,9
89,75,84,83,98,75,62,63,73,64,63,83,83,72,422,295,398,506,800,474,571,532,609,480,474,273,452,333,220,314,423,702,399,509,469,536,416,411,190,369,0.163200006,0.105600007,0.115200005,0.45600003,0.288000017,0.124800004,0.115200005,0.115200005,0.120000005,0.100800008,0.177600011,0.148800001,0.163200006,0.124800004,0.322580636,0.225806445,0.225806445,0.322580636,0.258064508,0.225806445,0.225806445,0.258064508,0.258064508,0.225806445,0.387096763,0.290322572,0.322580636,0.258064508,76.21428571,0.165600008,0.271889393,9
109,75,111,72,88,97,112,70,81,72,110,87,55,67,485,442,592,816,727,472,433,608,640,500,689,289,586,376,367,481,744,639,375,321,538,559,428,579,202,531,0.124800004,0.105600007,0.326400012,0.163200006,0.100800008,0.096000001,0.115200005,0.120000005,0.124800004,0.120000005,0.110400006,0.105600007,0.340800017,0.115200005,0.290322572,0.225806445,0.258064508,0.322580636,0.225806445,0.193548381,0.225806445,0.258064508,0.290322572,0.258064508,0.258064508,0.225806445,0.290322572,0.161290318,86.14285714,0.147771435,0.248847919,9
97,57,76,73,52,80,78,70,64,106,47,98,81,60,483,398,466,1014,1362,688,462,566,2046,600,441,280,797,386,341,390,941,1310,608,384,496,1982,494,394,182,716,0.120000005,0.086400002,0.110400006,0.26880002,0.129600003,0.105600007,0.115200005,0.105600007,0.120000005,0.129600003,0.302400023,0.124800004,0.216000006,0.13440001,0.354838699,0.193548381,0.258064508,0.290322572,0.258064508,0.258064508,0.225806445,0.225806445,0.258064508,0.258064508,0.774193525,0.258064508,0.419354826,0.258064508,74.21428571,0.147771436,0.306451604,9
92,92,82,64,61,73,62,53,63,60,81,77,63,52,419,345,451,1001,495,462,462,530,495,524,519,279,472,327,253,369,937,434,389,400,477,432,464,438,202,409,0.124800004,0.110400006,0.120000005,0.115200005,0.110400006,0.110400006,0.216000006,0.105600007,0.105600007,0.120000005,0.115200005,0.120000005,0.115200005,0.129600003,0.290322572,0.258064508,0.290322572,0.225806445,0.193548381,0.193548381,0.225806445,0.225806445,0.193548381,0.258064508,0.225806445,0.290322572,0.225806445,0.290322572,69.64285714,0.122742863,0.241935477,9
96,92,73,72,71,82,75,86,86,73,62,83,82,51,398,362,383,983,1115,617,1408,476,1019,514,513,261,957,302,270,310,911,1044,535,1333,390,933,441,451,178,875,0.297600001,0.163200006,0.115200005,0.110400006,0.115200005,0.100800008,0.158400014,0.120000005,0.244800016,0.148800001,0.355200022,0.129600003,0.263999999,0.120000005,0.354838699,0.290322572,0.225806445,0.225806445,0.225806445,0.193548381,0.322580636,0.258064508,0.258064508,0.225806445,0.322580636,0.290322572,0.258064508,0.225806445,77.42857143,0.174514293,0.262672803,9
85,71,65,58,61,73,70,79,63,73,72,87,90,67,454,357,417,526,577,500,354,989,920,544,694,281,711,369,286,352,468,516,427,284,910,857,471,622,194,621,0.115200005,0.124800004,0.182400003,0.288000017,0.124800004,0.120000005,0.148800001,0.115200005,0.120000005,0.129600003,0.163200006,0.120000005,0.120000005,0.163200006,0.290322572,0.258064508,0.290322572,0.322580636,0.258064508,0.193548381,0.290322572,0.225806445,0.225806445,0.258064508,0.290322572,0.258064508,0.258064508,0.322580636,72.42857143,0.145371434,0.267281098,9
111,92,91,65,99,72,71,81,90,73,111,95,72,88,437,319,564,456,549,548,387,581,471,555,623,302,610,326,227,473,391,450,476,316,500,381,482,512,207,538,0.115200005,0.120000005,0.105600007,0.110400006,0.120000005,0.105600007,0.115200005,0.115200005,0.115200005,0.124800004,0.105600007,0.110400006,0.110400006,0.120000005,0.258064508,0.258064508,0.193548381,0.225806445,0.258064508,0.193548381,0.193548381,0.225806445,0.225806445,0.322580636,0.225806445,0.193548381,0.225806445,0.225806445,86.5,0.113828577,0.23041474,9
93,82,64,81,87,88,69,71,53,78,54,84,73,78,411,349,418,751,694,504,371,662,1337,700,962,321,652,318,267,354,670,607,416,302,591,1284,622,908,237,579,0.110400006,0.13440001,0.124800004,0.110400006,0.13440001,0.115200005,0.124800004,0.105600007,0.129600003,0.100800008,0.115200005,0.110400006,0.110400006,0.254400015,0.225806445,0.290322572,0.290322572,0.258064508,0.225806445,0.225806445,0.258064508,0.225806445,0.258064508,0.258064508,0.225806445,0.193548381,0.258064508,0.225806445,75.35714286,0.127200007,0.244239624,9
76,89,85,70,71,83,80,78,67,92,116,107,89,89,444,363,669,527,551,884,1021,490,895,551,533,319,520,368,274,584,457,480,801,941,412,828,459,417,212,431,0.120000005,0.120000005,0.110400006,0.571200013,0.120000005,0.115200005,0.115200005,0.115200005,0.192000002,0.144000009,0.172800004,0.105600007,0.393600017,0.124800004,0.258064508,0.290322572,0.193548381,0.483870953,0.258064508,0.193548381,0.258064508,0.193548381,0.225806445,0.290322572,0.387096763,0.258064508,0.322580636,0.225806445,85.14285714,0.180000007,0.27419354,9
62,54,77,65,78,71,89,97,65,83,85,91,63,75,478,341,461,925,673,449,396,542,513,513,477,332,448,416,287,384,860,595,378,307,445,448,430,392,241,385,0.148800001,0.096000001,0.115200005,0.115200005,0.115200005,0.110400006,0.120000005,0.110400006,0.110400006,0.120000005,0.100800008,0.105600007,0.283200026,0.153600007,0.290322572,0.225806445,0.258064508,0.258064508,0.258064508,0.225806445,0.225806445,0.161290318,0.225806445,0.258064508,0.258064508,0.193548381,0.225806445,0.322580636,75.35714286,0.128914292,0.241935477,9
79,76,91,64,68,74,70,52,44,74,62,89,75,61,417,325,426,985,709,503,434,682,2453,791,457,287,531,338,249,335,921,641,429,364,630,2409,717,395,198,456,0.120000005,0.096000001,0.115200005,0.148800001,0.148800001,0.100800008,0.124800004,0.100800008,0.110400006,0.124800004,0.115200005,0.110400006,0.120000005,0.120000005,0.258064508,0.225806445,0.225806445,0.290322572,0.290322572,0.225806445,0.193548381,0.225806445,0.225806445,0.290322572,0.258064508,0.290322572,0.258064508,0.193548381,69.92857143,0.118285719,0.246543771,9
85,109,78,101,73,84,70,86,68,92,106,110,98,80,630,457,258,383,666,1096,2081,694,947,344,323,264,426,545,348,180,282,593,1012,2011,608,879,252,217,154,328,0.840000033,0.547200024,0.192000002,0.192000002,0.254400015,0.206400007,0.302400023,0.120000005,0.168000013,0.302400023,0.129600003,0.163200006,0.609600008,0.302400023,0.677419305,0.354838699,0.322580636,0.354838699,0.419354826,0.419354826,0.516129017,0.354838699,0.354838699,0.516129017,0.290322572,0.387096763,0.354838699,0.419354826,88.57142857,0.309257156,0.410138234,10
105,74,101,119,117,94,89,95,89,100,96,117,103,63,602,425,538,1947,558,473,784,475,679,406,337,254,467,497,351,437,1828,441,379,695,380,590,306,241,137,364,0.168000013,0.753600061,0.230400011,0.657600045,0.120000005,0.148800001,0.235200018,0.168000013,0.163200006,0.302400023,0.153600007,0.158400014,0.792000055,0.302400023,0.290322572,0.354838699,0.419354826,0.258064508,0.258064508,0.258064508,0.419354826,0.290322572,0.322580636,0.548387051,0.322580636,0.387096763,0.45161289,0.774193525,97.28571429,0.31097145,0.382488466,10
90,93,85,86,121,74,80,62,101,91,111,111,109,99,673,397,398,447,1585,498,451,413,780,441,342,289,514,583,304,313,361,1464,424,371,351,679,350,231,178,405,0.854400039,0.177600011,0.302400023,0.168000013,0.235200018,0.811200023,0.244800016,0.340800017,0.24000001,0.302400023,0.192000002,0.254400015,0.273600012,0.302400023,0.419354826,0.354838699,0.612903237,0.290322572,0.419354826,0.322580636,0.419354826,0.290322572,0.45161289,0.516129017,0.322580636,0.387096763,0.387096763,0.516129017,93.78571429,0.33565716,0.407834091,10
111,130,108,103,116,96,116,90,95,117,93,113,84,70,455,526,434,1008,484,379,419,408,1150,292,270,283,426,344,396,326,905,368,283,303,318,1055,175,177,170,342,0.624000013,0.672000051,0.806400061,0.302400023,0.302400023,0.235200018,0.873600066,0.211200014,0.182400003,0.753600061,0.729600012,0.18720001,0.950400054,0.263999999,0.419354826,0.322580636,0.580645144,0.548387051,0.45161289,0.419354826,0.612903237,0.354838699,0.354838699,0.548387051,0.322580636,0.387096763,0.45161289,0.45161289,103,0.506742886,0.444700445,10
118,109,87,92,108,81,126,96,83,116,117,101,71,85,510,391,406,405,554,626,486,597,2390,329,319,244,367,392,282,319,313,446,545,360,501,2307,213,202,143,296,0.427200019,0.153600007,0.64320004,0.465600014,0.59040004,0.211200014,0.283200026,0.201600015,0.129600003,0.182400003,0.139200002,0.177600011,0.192000002,0.278400004,0.322580636,0.322580636,0.548387051,0.354838699,0.354838699,0.354838699,0.483870953,0.387096763,0.258064508,0.354838699,0.290322572,0.322580636,0.354838699,0.419354826,99.28571429,0.291085729,0.366359434,10
